status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,3.0,1.0,0.08,Cabo Rojo,Puerto Rico,622.0,900.0,unregistered,134000.0
for_sale,4.0,2.0,0.25,Cabo Rojo,Puerto Rico,622.0,2800.0,unregistered,365000.0
for_sale,3.0,2.0,0.2,Cabo Rojo,Puerto Rico,622.0,2214.0,unregistered,260000.0
for_sale,3.0,2.0,0.19,Boqueron,Puerto Rico,622.0,2330.908640102678,unregistered,75000.0
for_sale,4.0,2.0,0.22,Cabo Rojo,Puerto Rico,622.0,3328.0,unregistered,460000.0
for_sale,3.0,2.0,0.99,Cabo Rojo,Puerto Rico,622.0,2330.908640102678,unregistered,250000.0
for_sale,3.0,2.0,10.29,Cabo Rojo,Puerto Rico,622.0,2330.908640102678,unregistered,1321000.0
for_sale,4.0,2.0,0.48,Hormigueros,Puerto Rico,660.0,1233.0,unregistered,63000.0
for_sale,3.0,2.0,0.12,Mayaguez,Puerto Rico,680.0,1200.0,unregistered,75000.0
for_sale,4.0,2.0,10.76,Yauco,Puerto Rico,698.0,2330.908640102678,unregistered,499900.0
for_sale,3.0,2.0,0.07,Cabo Rojo,Puerto Rico,623.0,1000.0,unregistered,101800.0
for_sale,3.0,3.0,0.27,Guanica,Puerto Rico,653.0,976.0,unregistered,205000.0
for_sale,4.0,2.0,0.12,Hormigueros,Puerto Rico,660.0,1163.0,unregistered,135000.0
for_sale,3.0,2.0,0.08,Mayaguez,Puerto Rico,682.0,1175.0,unregistered,104000.0
for_sale,3.0,2.0,0.97,Lajas,Puerto Rico,667.0,1200.0,unregistered,275000.0
for_sale,3.0,2.0,1.4,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,182000.0
for_sale,3.0,2.0,6.44,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,1400000.0
for_sale,3.0,2.0,5.78,San German,Puerto Rico,683.0,2330.908640102678,unregistered,155000.0
for_sale,3.0,2.0,0.42,Cabo Rojo,Puerto Rico,636.0,2330.908640102678,unregistered,115000.0
for_sale,3.0,2.0,0.12,Cabo Rojo,Puerto Rico,623.0,1044.0,unregistered,100000.0
for_sale,3.0,1.0,0.03,Cabo Rojo,Puerto Rico,623.0,980.0,unregistered,75000.0
for_sale,4.0,2.0,0.19,Cabo Rojo,Puerto Rico,623.0,1400.0,unregistered,122000.0
for_sale,3.0,1.0,0.16,Cabo Rojo,Puerto Rico,623.0,936.0,unregistered,150000.0
for_sale,3.0,4.0,0.23,Cabo Rojo,Puerto Rico,623.0,3089.0,unregistered,325000.0
for_sale,3.0,4.0,0.09,Cabo Rojo,Puerto Rico,623.0,2064.0,unregistered,130000.0
for_sale,2.0,2.0,0.46,Cabo Rojo,Puerto Rico,623.0,1242.0,unregistered,139900.0
for_sale,5.0,4.0,0.22,Cabo Rojo,Puerto Rico,623.0,2700.0,unregistered,375000.0
for_sale,3.0,3.0,0.26,Cabo Rojo,Puerto Rico,623.0,2069.0,unregistered,385000.0
for_sale,3.0,2.0,0.4,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,81500.0
for_sale,3.0,2.0,0.73,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,54000.0
for_sale,3.0,2.0,3.57,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,275000.0
for_sale,3.0,2.0,0.52,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,375000.0
for_sale,3.0,2.0,0.96,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,840000.0
for_sale,3.0,2.0,0.51,Cabo Rojo,Puerto Rico,623.0,2330.908640102678,unregistered,375000.0
for_sale,3.0,1.0,0.04,Penuelas,Puerto Rico,624.0,913.0,unregistered,70000.0
for_sale,5.0,3.0,0.49,Penuelas,Puerto Rico,624.0,2500.0,unregistered,799000.0
for_sale,3.0,1.0,0.08,Penuelas,Puerto Rico,624.0,917.0,unregistered,74500.0
for_sale,3.0,2.0,0.09,San Sebastian,Puerto Rico,685.0,1120.0,unregistered,70000.0
for_sale,3.0,2.0,0.08,Ponce,Puerto Rico,728.0,1500.0,unregistered,85000.0
for_sale,3.0,3.0,0.23,Utuado,Puerto Rico,641.0,1326.0,unregistered,69900.0
for_sale,3.0,2.0,0.97,Hatillo,Puerto Rico,659.0,2111.0,unregistered,330000.0
for_sale,3.0,2.0,0.99,Utuado,Puerto Rico,641.0,2330.908640102678,unregistered,40000.0
for_sale,3.0,2.0,1.42,Utuado,Puerto Rico,641.0,2330.908640102678,unregistered,329000.0
for_sale,3.0,1.0,0.04,Camuy,Puerto Rico,627.0,1460.0,unregistered,69500.0
for_sale,4.0,3.0,0.24,Camuy,Puerto Rico,627.0,1500.0,unregistered,135000.0
for_sale,3.0,1.0,0.38,Camuy,Puerto Rico,627.0,900.0,unregistered,74000.0
for_sale,3.0,1.0,1.94,Camuy,Puerto Rico,627.0,1400.0,unregistered,109000.0
for_sale,3.0,3.0,0.13,Camuy,Puerto Rico,627.0,1300.0,unregistered,168100.0
for_sale,3.0,1.0,0.1,Camuy,Puerto Rico,627.0,800.0,unregistered,110000.0
for_sale,3.0,2.0,7.8,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,250000.0
for_sale,3.0,2.0,0.27,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,55000.0
for_sale,3.0,2.0,0.25,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,50000.0
for_sale,3.0,2.0,9.43,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,305000.0
for_sale,3.0,2.0,2.52,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,145000.0
for_sale,3.0,2.0,0.55,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,90000.0
for_sale,3.0,2.0,0.47,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,105000.0
for_sale,3.0,2.0,0.67,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,85000.0
for_sale,3.0,2.0,0.1,Sabana Grande,Puerto Rico,637.0,1290.0,unregistered,130000.0
for_sale,5.0,2.0,1.21,Sabana Grande,Puerto Rico,637.0,1898.0,unregistered,54900.0
for_sale,2.0,1.0,0.2,Sabana Grande,Puerto Rico,637.0,1275.0,unregistered,250000.0
for_sale,3.0,2.0,0.15,Sabana Grande,Puerto Rico,637.0,2330.908640102678,unregistered,80000.0
for_sale,3.0,2.0,1.17,Ciales,Puerto Rico,638.0,1000.0,unregistered,89000.0
for_sale,3.0,2.0,1.48,Ciales,Puerto Rico,638.0,1820.0,unregistered,275000.0
for_sale,3.0,2.0,0.1,Ciales,Puerto Rico,638.0,1100.0,unregistered,65000.0
for_sale,4.0,3.0,2.23,Ciales,Puerto Rico,638.0,3344.0,unregistered,225000.0
for_sale,3.0,1.0,1.16,Ciales,Puerto Rico,638.0,1100.0,unregistered,98000.0
for_sale,3.0,2.0,0.09,Ciales,Puerto Rico,638.0,1092.0,unregistered,55000.0
for_sale,3.0,2.0,0.09,Ciales,Puerto Rico,638.0,1100.0,unregistered,65000.0
for_sale,3.0,2.0,0.2,Ciales,Puerto Rico,638.0,2330.908640102678,unregistered,23000.0
